Number,id,Day,Month,Year,Region,Species,Species_co,Geotag_rea,Descriptio,Location.a,Descript_1,Image.s.,Audio.Vide,Geotag_rec,Geotag_all,Comments,Sex,Age.Class,Death_code,PMI_min,PMI_max,Source,lat,lon,No,flag,org_cell,new_no,new_flag,new_org_ce,Comments_1
NA,133,7,2,2025,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.255283294941428,73.9192884458496","Heavily decomposed (code 4), likely adult male",Tourist beach,,"https://www.marinemammals.in/submit-record/25-08-2025-IMG-20250207-WA0003.jpg,https://www.marinemammals.in/submit-record/25-08-2025-IMG-20250207-WA0004.jpg,",,,,,,,4,5,9,MMI-10.10.25,15.25528329,73.91928845,NA,NA,,NA,,,
NA,134,7,2,2025,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.203456053793202,73.93360340104982","Heavily decomposed, code 4",Tourist beach,,"https://www.marinemammals.in/submit-record/25-08-2025-IMG-20250207-WA0006.jpg,",,,,,,,4,6,9,MMI-10.10.25,15.20345605,73.9336034,NA,NA,,NA,,,
NA,135,6,2,2025,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.389879579743482, 73.80680182255628","Advance stage of decomposition (code 3) with gut and tongue swollen, skin torn off",Tourist beach,,"https://www.marinemammals.in/submit-record/25-08-2025-IMG-20250207-WA0001.jpg,https://www.marinemammals.in/submit-record/25-08-2025-IMG-20250207-WA0002.jpg,",,,,,,,3,2,4,MMI-10.10.25,15.38987958,73.80680182,NA,NA,,NA,,,
NA,138,4,2,2025,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.332764245015328,73.89411179941405",Slightly bloated (perhaps died 1-2 days ago); scrape-like marks seen on the snout. Adult Male,Sandy tourist beach,,"https://www.marinemammals.in/submit-record/25-08-2025-IMG-20250205-WA0001.jpg,https://www.marinemammals.in/submit-record/25-08-2025-IMG-20250205-WA0003.jpg,https://www.marinemammals.in/submit-record/25-08-2025-IMG-20250205-WA0003.jpg,",,,,,M,A,2,1,2,MMI-10.10.25,15.33276425,73.8941118,NA,NA,,NA,,,
NA,140,24,1,2025,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.573624085549149,73.74074440361326","Condition code-2; male humpback dolphin, looks slightly bloated","Anjuna beach, North Goa; Puja Mitra",,"https://www.marinemammals.in/submit-record/29-01-2025-Anjuna 7.jpeg,https://www.marinemammals.in/submit-record/29-01-2025-Anjuna 6.jpeg,https://www.marinemammals.in/submit-record/29-01-2025-Anjuna 5.jpeg,https://www.marinemammals.in/submit-record/29-01-2025-Anjuna 4.jpeg,https://www.marinemammals.in/submit-record/29-01-2025-Anjuna 3.jpeg,https://www.marinemammals.in/submit-record/29-01-2025-Anjuna 2.jpeg,https://www.marinemammals.in/submit-record/29-01-2025-Anjuna 1.jpeg,",,,,,M,,3,2,3,MMI-10.10.25,15.57362409,73.7407444,NA,NA,,NA,,,
NA,141,22,1,2025,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,3,2,4,Whatsapp - 11.10.25,15.3904876,73.80690703,NA,NA,,NA,,,
NA,143,10,1,2025,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.104806693476997,73.924836067984",Code 4 - buried at site. no samples. adult animal. rope on the tail - ribs expopsed near the flipper - carcass open around the ribs.. ,found by lifeguard Yamanappa,,"https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 20.22.48 (1).jpeg,https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 20.22.48.jpeg,",,,,,,,,NA,NA,MMI-10.10.25,15.10480669,73.92483607,NA,NA,,NA,,,
NA,145,5,12,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.186921, 73.937753",code 3 adult finless porpoise. there seem to be small circular patches near the flipper - could be blunt trauma,stranded dead on the cavelossim beach,,"https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 20.38.51.jpeg,https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 20.38.52.jpeg,",,,,,,,3,2,3,MMI-06.10.25,15.186921,73.937753,NA,NA,,NA,,,
NA,146,4,12,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.156449714559345,73.94528027912904",fresh carcass; bleeding anal opening. circular white spots between flippers ventrally; injured tail fluke ,stranded dead on the beach,,"https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 20.38.49.jpeg,https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 20.38.49 (1).jpeg,",,,,,,,2,1,3,MMI-06.10.25,15.15644971,73.94528028,NA,NA,,NA,,,
NA,147,4,12,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.203929260306657,73.93345262750853","fresh carcass with only some skin peeling at tail stock, flipper, anal region",Found stranded on the Zalor beach. Found by lifeguards,,"https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 20.38.50 (1).jpeg,https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 20.38.50.jpeg,",,,,,,,2,1,3,MMI-06.10.25,15.20392926,73.93345263,NA,NA,,NA,,,
NA,149,12,11,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.222510848014371,73.92845720994261","Code 3 male adult. the throat seems to have a scar around it ventrally seen clotting on throat region; injuries on lower jaw, dorsally ripped with digestive tract exposed. penis exposed. beak wide open. ",stranded on the Varca beach,,"https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 21.43.40.jpeg,https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 21.43.41.jpeg,",,,,,,,3,2,4,MMI-06.10.25,15.22251085,73.92845721,NA,NA,,NA,,,
NA,151,10,11,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.177663, 73.940193","code 3 - fluke and flippers have decomposed, hemorrhage on several parts of the body - could have blunt trauma. has a circular mark around its neck . ",reported by lifeguard at the beach,,"https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 21.44.45.jpeg,https://www.marinemammals.in/submit-record/11-01-2025-WhatsApp Image 2025-01-11 at 21.44.46.jpeg,",,,,,,,3,2,4,MMI-06.10.25,15.177663,73.940193,NA,NA,,NA,,,
NA,152,8,11,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,0.5,1,Whatsapp - 11.10.25,15.31145652,73.90148065,NA,NA,,NA,,,
NA,153,4,11,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,F,A,2,1,2,Whatsapp - 11.10.25,15.24884893,73.92088648,NA,NA,,NA,,,
NA,154,4,11,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,4,4,6,Whatsapp - 11.10.25,15.22303589,73.92816343,NA,NA,,NA,,,
NA,155,1,11,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,C,2,0.5,1,Whatsapp - 11.10.25,15.24884893,73.92088648,NA,NA,,NA,,,
NA,157,27,10,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,C,2,1,2,Whatsapp - 11.10.25,15.27976895,73.91194528,NA,NA,,NA,,,
NA,158,23,10,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,3,5,Whatsapp - 11.10.25,15.27976895,73.91194528,NA,NA,,NA,,,
NA,159,22,10,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,1,2,Whatsapp - 11.10.25,15.29374857,73.90747058,NA,NA,,NA,,,
NA,160,22,10,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,2,1,2,Whatsapp - 11.10.25,15.24884893,73.92088648,NA,NA,,NA,,,
NA,163,5,10,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,3,2,4,Whatsapp - 11.10.25,15.27976895,73.91194528,NA,NA,,NA,,,
NA,167,28,9,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,,5,8,12,Whatsapp - 11.10.25,15.36994827,73.83303144,NA,NA,,NA,,,Code 5
NA,169,28,9,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,4,4,6,Whatsapp - 11.10.25,15.33253002,73.89376488,NA,NA,,NA,,,
NA,171,20,9,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,,2,1,2,Whatsapp - 11.10.25,15.54493271,73.7549767,NA,NA,,NA,,,
NA,172,15,9,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,,,,,,,,,,,C,4,7,10,Whatsapp - 11.10.25,15.16859563,73.94232229,NA,NA,,NA,,,
NA,174,12,9,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,,,,,,,,,,,SA,2,1,2,Whatsapp - 11.10.25,15.5612067,73.74873617,NA,NA,,NA,,,
NA,177,10,9,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.2209348,73.9290015","Condition code- 3; head, snout and one of the flippers (only 1 flipper is visible in the images) are covered with rake marks","Varca beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/10-09-2024-Varca Image 2024-09-10 at 08.00.18.jpeg,https://www.marinemammals.in/submit-record/10-09-2024-Varca 1 Image 2024-09-10 at 08.00.18.jpeg,https://www.marinemammals.in/submit-record/10-09-2024-Varca 3 Image 2024-09-10 at 08.00.18.jpeg,https://www.marinemammals.in/submit-record/10-09-2024-Varca 4 Image 2024-09-10 at 08.00.19.jpeg,https://www.marinemammals.in/submit-record/10-09-2024-Varca 5 Image 2024-09-10 at 08.00.19.jpeg,",,,,,,SA,2,1,2,MMI-06.10.25,15.2209348,73.9290015,NA,NA,,NA,,,
NA,178,10,9,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.171499265300557,73.94161668370353",Condition code- 3; internal organs have spilled out and skin sloughed off ,"Cavelossim beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/10-09-2024-cavelossim Image 2024-09-10 at 13.23.35.jpeg,",,,,,,,4,4,6,MMI-06.10.25,15.17149927,73.94161668,NA,NA,,NA,,,
NA,179,10,9,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.573348085163401,73.74086913525875",Condition code- 3; slightly bloated,"Anjuna beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/10-09-2024-anjuna Image 2024-09-10 at 15.08.02.jpeg,",,,,,,SA,3,3,6,MMI-06.10.25,15.57334809,73.74086914,NA,NA,,NA,,,
NA,180,9,9,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.043761733272243,73.98566306083892",Condition code- 3; bloated and an injury in the belly is seen.,"Agonda beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/09-09-2024-agonda 1 Image 2024-09-09 at 11.38.41.jpeg,https://www.marinemammals.in/submit-record/09-09-2024-agonda 2 Image 2024-09-09 at 11.38.41.jpeg,https://www.marinemammals.in/submit-record/09-09-2024-agonda 3 Image 2024-09-09 at 11.39.37.jpeg,",,,,,M,C,2,0.5,1,MMI-06.10.25,15.04376173,73.98566306,NA,NA,,NA,,,
NA,181,9,9,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.354383109693226,73.88339565452691","Condition code-3; Length- 132cm, Breadth- 27cm and sunburnt","Velsao beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/09-09-2024-velsao 1 Image 2024-09-09 at 14.11.58.jpeg,https://www.marinemammals.in/submit-record/09-09-2024-velsao 2 Image 2024-09-09 at 14.11.58.jpeg,https://www.marinemammals.in/submit-record/09-09-2024-velsao 3 Image 2024-09-09 at 14.11.59.jpeg,",,,,,F,,3,2,3,MMI-06.10.25,15.35438311,73.88339565,NA,NA,,NA,,,
NA,182,6,9,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.156418939000751,73.94504044827119",Condition code- 2; has rake marks over the body,"Mobor beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/06-09-2024-Mobor 1 Image 2024-09-06 at 08.12.19.jpeg,https://www.marinemammals.in/submit-record/06-09-2024-Mobor 2 Image 2024-09-06 at 08.12.20.jpeg,https://www.marinemammals.in/submit-record/06-09-2024-Mobor 3 Image 2024-09-06 at 08.12.20.jpeg,",,,,,,,2,0.5,1,MMI-06.10.25,15.15641894,73.94504045,NA,NA,,NA,,,
NA,186,29,8,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.36970329528652,73.83324520580446",Condition code- 4; Length-121 cm and Breadth-34 cm. Sunburnt and skin's sloughed off.,"Bogmalo Beach, south Goa; Dipani Sutaria (source person)",,"https://www.marinemammals.in/submit-record/29-08-2024-Varca 1 Image 2024-08-29 at 14.43.25.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-Varca 2 Image 2024-08-29 at 14.43.26.jpeg,",,,,,,,2,2,3,MMI-06.10.25,15.3697033,73.83324521,NA,NA,,NA,,,
NA,187,29,8,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.643548646133834,73.71757416137696",Condition Code-4; internal organs spilled out from the ventral side and some marks are observed on the head.,"Ashwem beach, north Goa; Dipani Sutaria (source person)",,"https://www.marinemammals.in/submit-record/29-08-2024-Ashwem Image 2024-08-29 at 17.26.23.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-Ashwem 1 Image 2024-08-29 at 17.26.23.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-Ashwem 2 2024-08-29 at 17.26.24.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-Ashwem 4 Image 2024-08-29 at 17.26.24.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-Ashwem 3 Image 2024-08-29 at 17.26.24.jpeg,",,,,,,,2,2,3,MMI-06.10.25,15.64354865,73.71757416,NA,NA,,NA,,,
NA,188,29,8,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.685241156723134,73.70328960898438",Condition code- 2,"Arambol beach, north Goa; Dipani Sutaria (source person)",,"https://www.marinemammals.in/submit-record/29-08-2024-arambol Image 2024-08-29 at 19.25.11.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-arambol 1 Image 2024-08-29 at 19.25.11.jpeg,",,,,,,,2,0.5,1,MMI-06.10.25,15.68524116,73.70328961,NA,NA,,NA,,,
NA,189,28,8,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.220084338408597,73.9291876428833",Condition code-4; skin is almost sloughed off and sunburnt. Pectoral fins and fluke are missing.,"Varca beach, south Goa; Dipani Sutaria (source person)",,"https://www.marinemammals.in/submit-record/29-08-2024-Varca 3 Image 2024-08-29 at 14.43.46.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-Varca 4 Image 2024-08-29 at 14.43.47.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-Varca 5 Image 2024-08-29 at 14.43.47.jpeg,",,,,,F,,3,5,7,MMI-06.10.25,15.22008434,73.92918764,NA,NA,,NA,,,
NA,193,25,8,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"14.977988071349262,74.04178546745912",Condition code: 4; the dolphin carcass appears putrefied and slightly bloated.  ,"Talpona beach, South Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/27-08-2024-00010152-PHOTO-2024-08-25-11-22-14.jpg,",,,,,M,A,4,4,6,MMI-06.10.25,14.97798807,74.04178547,NA,NA,,NA,,,
NA,195,19,8,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.334011675749727,73.89296825974121",Condition code- 3; the animal has rake marks and is sunburnt and bloated. Individual is a male since the penis can be seen and has all the teeth intact. ,"Arrosim beach, South Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/28-08-2024-Arrisom Image 2024-08-19 at 13.26.08  1.jpeg,https://www.marinemammals.in/submit-record/28-08-2024-Arrisom Image 2024-08-19 at 13.26.08 2.jpeg,https://www.marinemammals.in/submit-record/28-08-2024-arrisom Image 2024-08-19 at 13.26.09 3.jpeg,https://www.marinemammals.in/submit-record/28-08-2024-arrisom Image 2024-08-19 at 13.26.09 4.jpeg,",,,,,M,A,3,2,3,MMI-06.10.25,15.33401168,73.89296826,NA,NA,,NA,,,
NA,197,16,8,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.56235329714597,73.74815674337768","Condition code: 4, the species was identified as Indian Ocean Humpback dolphin. The dolphin's internal organs had come out from the genital region and the body appears decayed.  ","Baga creek, North Goa; Puja Mitra (source person ) ",,"https://www.marinemammals.in/submit-record/27-08-2024-00010136-PHOTO-2024-08-16-17-49-30.jpg,",,,,,,A,3,3,4,MMI-06.10.25,15.5623533,73.74815674,NA,NA,,NA,,,
NA,198,13,8,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.208156415058284,73.93218719468996","Conditio code- 2; length is 120cm. The individual is a new born and has fetal curves and intense rake marks all over the body, more concentrated in the head and snout region.","Zalor beach, south Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/28-08-2024-WhatsApp Image 2024-08-13 at 12.19.37.jpeg,https://www.marinemammals.in/submit-record/28-08-2024-WhatsApp Image 2024-08-13 at 12.19.38 (1).jpeg,https://www.marinemammals.in/submit-record/28-08-2024-WhatsApp Image 2024-08-13 at 12.19.38 (2).jpeg,https://www.marinemammals.in/submit-record/28-08-2024-WhatsApp Image 2024-08-13 at 12.19.38.jpeg,",,,,,,C,2,0.5,1,MMI-06.10.25,15.20815642,73.93218719,NA,NA,,NA,,,
NA,199,9,8,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.002638889172617,74.02718484693287",Condition code- 4; internal organs spilled out through a slit on the ventral side ,"Colomb beach, South Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/29-08-2024-Image 2024-08-09 at 13.17.25 colomb.jpeg,https://www.marinemammals.in/submit-record/29-08-2024-WhatsApp Image 2024-08-09 at 13.17.25 colomb.jpeg,",,,,,,A,3,2,3,MMI-06.10.25,15.00263889,74.02718485,NA,NA,,NA,,,
NA,200,7,8,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.292595281716762,73.90773853806762","Condition code- 2; animal was around 1mt in length, fetal curves and vibrissal pits can be seen. ","Betalbetim beach, South goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/28-08-2024-00010045-PHOTO-2024-08-07-15-39-39.jpg,",,,,,,C,2,0.5,1,MMI-06.10.25,15.29259528,73.90773854,NA,NA,,NA,,,
NA,201,6,8,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.499169662019403,73.76733383065377",Condition code- 2; skin sloughed off from the ventral side,"Sinquerim beach, Candolim, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/30-08-2024-Candolim Image 2024-08-06 at 18.00.11.jpeg,https://www.marinemammals.in/submit-record/30-08-2024-candolim 1 Image 2024-08-06 at 18.00.11.jpeg,https://www.marinemammals.in/submit-record/30-08-2024-candolim 2 Image 2024-08-06 at 18.00.28.jpeg,",,,,,,C,2,0.5,1,MMI-06.10.25,15.49916966,73.76733383,NA,NA,,NA,,,
NA,203,27,7,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.250879759035922,73.92052682275391",Condition code- 4; fluke seems to be injured,"Benaulim beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/30-08-2024-Benaulim 1 Image 2024-08-30 at 19.19.31.jpeg,https://www.marinemammals.in/submit-record/30-08-2024-Benaulim 2 Image 2024-07-27 at 07.36.03.jpeg,",,,,,,,3,2,3,MMI-06.10.25,15.25087976,73.92052682,NA,NA,,NA,,,
NA,204,26,7,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.280769602836944,73.91157454066163",Condition code-4; the pectoral fins and fluke are missing. Individual could be a male.,"Colva beach, south Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/30-08-2024-colva Image 2024-07-26 at 07.44.19.jpeg,https://www.marinemammals.in/submit-record/30-08-2024-colva 1 Image 2024-07-26 at 07.44.20.jpeg,",,,,,,,3,2,3,MMI-06.10.25,15.2807696,73.91157454,NA,NA,,NA,,,
NA,208,17,7,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.5179749,73.76261219999999",Condition code-3; skin sloughing off and the individual is a male (penis can be seen) ,"Candolim beach, north Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/01-09-2024-candolim Image 2024-07-17 at 09.48.43.jpeg,",,,,,,,2,1,3,MMI-06.10.25,15.5179749,73.7626122,NA,NA,,NA,,,
NA,210,9,7,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.333353248911955,73.89331403981171",Condition code-4; internal organs have spilled out,"Arossim beach, south Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/01-09-2024-arossim 1 Image 2024-07-09 at 16.21.57.jpeg,https://www.marinemammals.in/submit-record/01-09-2024-arossim Image 2024-07-09 at 16.21.57.jpeg,",,,,,,,,NA,NA,MMI-06.10.25,15.33335325,73.89331404,NA,NA,,NA,,,
NA,213,26,6,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.544688235665541,73.75451484760742","Condition code-4; skin has peeled off, bloated and the internal organs were spilled out. The individual is a male.","Calangute beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/03-09-2024-calangute Image 2024-06-26 at 09.27.28.jpeg,https://www.marinemammals.in/submit-record/03-09-2024-calangute Image 2024-06-26 at 09.27.27.jpeg,https://www.marinemammals.in/submit-record/03-09-2024-calangute Image 2024-06-26 at 09.22.07.jpeg,",,,,,,C,3,2,4,MMI-06.10.25,15.54468824,73.75451485,NA,NA,,NA,,,
NA,215,23,6,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.251224095622064,73.92041467082521","Condition code-4; teeth are intact, slightly bloated.","Benaulim beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/03-09-2024-00009858-PHOTO-2024-06-23-17-49-35.jpg,https://www.marinemammals.in/submit-record/03-09-2024-00009859-PHOTO-2024-06-23-17-49-36.jpg,",,,,,,,3,2,4,MMI-06.10.25,15.2512241,73.92041467,NA,NA,,NA,,,
NA,216,21,6,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.669937463552294,73.70858978228148",Condition code-5,"Mandrem beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/03-09-2024-mandrem Image 2024-06-21 at 17.16.32.jpeg,",,,,,,,3,3,5,MMI-06.10.25,15.66993746,73.70858978,NA,NA,,NA,,,
NA,218,11,6,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.250736138839688,73.92057644362069","Condition code- 3; skin has sloughed off, the individual is a male","Benaulim beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/04-09-2024-benaulim 1 Image 2024-06-11 at 18.21.46.jpeg,https://www.marinemammals.in/submit-record/04-09-2024-benaulim Image 2024-06-11 at 18.21.45.jpeg,",,,,,M,SA,3,2,3,MMI-06.10.25,15.25073614,73.92057644,NA,NA,,NA,,,
NA,223,21,5,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.171500452818725,73.94161705216695",Condition code- 3; bloated and skin sloughed off.,"Cavelossim beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/05-09-2024-cavilossim Image 2024-05-21 at 17.11.23.jpeg,",,,,,,,3,2,3,MMI-06.10.25,15.17150045,73.94161705,NA,NA,,NA,,,
NA,228,1,5,2024,Goa,Indian Ocean humpback dolphin,Humpback dolphin,"15.292618172337464,73.90774598924342","Condition code- 4; sunburnt, skin sloughed off, bloated and tail fluke missing","Betalbetim beach, Goa; Puja Mitra (source person)",,"https://www.marinemammals.in/submit-record/11-09-2024-Betalbetim 1 Image 2024-09-10 at 22.57.54.jpeg,https://www.marinemammals.in/submit-record/11-09-2024-Betalbetim 2 Image 2024-09-10 at 22.57.54.jpeg,https://www.marinemammals.in/submit-record/11-09-2024-Betalbetim 3 Image 2024-09-10 at 22.57.54.jpeg,https://www.marinemammals.in/submit-record/11-09-2024-Betalbetim 4 Image 2024-09-10 at 22.57.55.jpeg,",,,,,,,3,3,5,MMI-06.10.25,15.29261817,73.90774599,NA,NA,,NA,,,
NA,230,30,4,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.309638157850962,73.90158087758788",Code 4. Fluke missing,"Majorda beach, South Goa. Reported by Goa stranding network.",,"https://www.marinemammals.in/submit-record/07-05-2024-WhatsApp Image 2024-04-30 at 08.15.35_0f70fc62.jpg,https://www.marinemammals.in/submit-record/07-05-2024-WhatsApp Image 2024-04-30 at 08.15.36_979e9cd5.jpg,",,,,,,,4,4,7,MMI-06.10.25,15.30963816,73.90158088,NA,NA,,NA,,,
NA,233,19,4,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.21831750994582,73.92949616708984",Code 4,"Varca Beach, South Goa. Reported by Goa stranding network",,"https://www.marinemammals.in/submit-record/06-05-2024-WhatsApp Image 2024-04-19 at 08.17.22_b3d7be90.jpg,",,,,,,,3,3,5,MMI-06.10.25,15.21831751,73.92949617,NA,NA,,NA,,,
NA,234,19,4,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.206603443855156,73.9325734327881",Code 3,"Zalor beach, South Goa. Reported by Goa stranding network",,"https://www.marinemammals.in/submit-record/06-05-2024-WhatsApp Image 2024-04-19 at 11.46.20_5360388b.jpg,https://www.marinemammals.in/submit-record/06-05-2024-WhatsApp Image 2024-04-19 at 11.46.21_e3287ab0.jpg,",,,,,,,2,1,2,MMI-06.10.25,15.20660344,73.93257343,NA,NA,,NA,,,
NA,235,19,4,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.218814434347818,73.92983948984374",Code 2,"Varca beach, South Goa. Reported by Goa stranding network",,"https://www.marinemammals.in/submit-record/06-05-2024-WhatsApp Image 2024-04-19 at 11.51.42_fb543f11.jpg,https://www.marinemammals.in/submit-record/06-05-2024-WhatsApp Image 2024-04-19 at 11.51.43_b617859f.jpg,",,,,,,C,2,0.5,1,MMI-06.10.25,15.21881443,73.92983949,NA,NA,,NA,,,
NA,236,19,4,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.219808279634378,73.92898118295898",Code 3,"Varca beach, South Goa. Reported by Goa stranding network",,"https://www.marinemammals.in/submit-record/06-05-2024-WhatsApp Image 2024-04-19 at 18.08.24_e41e0d58.jpg,https://www.marinemammals.in/submit-record/06-05-2024-WhatsApp Image 2024-04-19 at 18.08.24_f06bcc55.jpg,",,,,,,,4,6,8,MMI-06.10.25,15.21980828,73.92898118,NA,NA,,NA,,,
NA,237,18,4,2024,Goa,Indo-Pacific finless porpoise,Indo-Pacific finless porpoise,"15.041851390279602,73.98651935606692",Code 3. Fluke missing,"Agonda beach, South Goa. Reported by Goa stranding network.",,"https://www.marinemammals.in/submit-record/06-05-2024-WhatsApp Image 2024-04-18 at 19.26.21_7a9602c7.jpg,",,,,,,,4,3,7,MMI-06.10.25,15.04185139,73.98651936,NA,NA,,NA,,,
